id,time_stamp,is_visible,is_noisy,is_moving,location_id,range,angle_degree,sensor_pose_xytheta,trajectory_id
144,1704890631.1205976,1,0,True,0,"[0.7526126053373412, 1.116728002951338]","[-15.795274843790947, -44.3142787993794]","[0.2325227931039302, -0.0174218412330544, 0.5155585939064621]",1
145,1704890631.2769673,1,0,True,0,"[0.7485048665861892, 1.113690162334451]","[-15.916374412201158, -44.49899908593618]","[0.23624398661190069, -0.015312392087763419, 0.5160821611061692]",1
146,1704890631.4326794,1,0,True,0,"[0.744410220775417, 1.1107325625901752]","[-16.185589115102353, -44.82728111869935]","[0.2399831038997695, -0.013183254813387273, 0.5189987951889635]",1
147,1704890631.588118,1,0,True,0,"[0.7400798330860006, 1.1075731647184515]","[-16.364161612515165, -45.07068469634615]","[0.24391530089147684, -0.01093285976983583, 0.5203186804428697]",1
148,1704890631.744784,1,0,True,0,"[0.7360860652344774, 1.1046586832689174]","[-16.50753449953395, -45.27416727366661]","[0.24753824685669576, -0.008855497048739096, 0.5211656624451279]",1
149,1704890631.9009457,1,0,True,0,"[0.7318880913967696, 1.101579778935609]","[-16.600889170142374, -45.432035884681206]","[0.251335331249981, -0.006674765421835766, 0.5210985476151109]",1
150,1704890632.0566847,1,0,True,0,"[0.7246375441097263, 1.0962363723639417]","[-16.670237043775735, -45.615318319180176]","[0.2578800530398243, -0.0029254745790811333, 0.5194525653496385]",1
151,1704890632.2129612,1,0,True,0,"[0.719013176021354, 1.0921344579925854]","[-16.799619693760587, -45.83077506279706]","[0.26297738638225704, -1.0254645993262938e-05, 0.519372814334929]",1
152,1704890632.369005,1,0,True,0,"[0.7131227205665442, 1.0877612089303335]","[-16.72651157605063, -45.853848475221476]","[0.26827694556290943, 0.003010193262236772, 0.5158708030357957]",1
153,1704890632.5246603,1,0,True,0,"[0.7074717381489758, 1.083606446705372]","[-16.746331238776918, -45.96373178704368]","[0.27338796863217546, 0.005901343513927314, 0.5139654809609056]",1
154,1704890632.6844838,1,0,True,0,"[0.7018473982321582, 1.0794818450230828]","[-16.77549488722236, -46.08239091926404]","[0.27848283091701503, 0.00876963062152538, 0.5122040444985032]",1
155,1704890632.8407886,1,0,True,0,"[0.6961950495897337, 1.0753797392958817]","[-16.885574627683773, -46.279880501639546]","[0.283624995977698, 0.01165707679854533, 0.5117183262482285]",1
156,1704890632.9968052,1,0,True,0,"[0.6904251656466182, 1.071205713734774]","[-16.998534405174993, -46.48164377642668]","[0.28887760193587625, 0.014606317803858881, 0.5111928516998888]",1
157,1704890633.1528518,1,0,True,0,"[0.6849318920363563, 1.0672555351251263]","[-17.136974225844252, -46.703367607028]","[0.2938891956850577, 0.01741612112180783, 0.5111606055870652]",1
158,1704890633.308852,1,0,True,0,"[0.6778039134941808, 1.0621997872550792]","[-17.429099009635042, -47.09893708408259]","[0.3004198612464189, 0.0210876207837977, 0.5128711396828294]",1
159,1704890633.4649906,1,0,True,0,"[0.6723533013690528, 1.0583258065195877]","[-17.59412349854365, -47.3441015540631]","[0.3054039120547492, 0.02389477202584379, 0.5131805473938584]",1
160,1704890633.620443,1,0,True,0,"[0.6666605043106278, 1.0543254340282973]","[-17.836309457086635, -47.66683393195183]","[0.31062765068557957, 0.02684369418015641, 0.5145811373367906]",1
161,1704890633.7770817,1,0,True,0,"[0.6610092598937822, 1.050308205850012]","[-17.935699195242865, -47.85015121384422]","[0.3157853696283539, 0.029755105572748956, 0.5136446887627245]",1
162,1704890633.933184,1,0,True,0,"[0.6553169293091475, 1.046280567665557]","[-18.052059291751572, -48.04997435834088]","[0.3209889983918267, 0.032688162252809294, 0.5129241282120348]",1
163,1704890634.0888963,1,0,True,0,"[0.6496572170520938, 1.0422968386539042]","[-18.18819880138333, -48.26780298795096]","[0.32617224456995236, 0.03560583152930267, 0.5124963456764817]",1
164,1704890634.244851,1,0,False,0,"[0.6470386337205262, 1.0404668870255174]","[-18.271959331853097, -48.38840058133793]","[0.3285767381488558, 0.036958512452421405, 0.512618594802916]",1
165,1704890634.4005303,1,0,False,0,"[0.6467934670197266, 1.0402873100285248]","[-18.260058302763483, -48.38062448780354]","[0.3287973146704543, 0.037082645778060225, 0.512310796417296]",1
166,1704890634.5440116,1,0,True,0,"[0.6465878533487869, 1.0400802616869833]","[-18.117892377231, -48.24652602903685]","[0.3289517991477103, 0.03716939510951999, 0.509919517673552]",1
167,1704890634.7008982,1,0,True,0,"[0.6460623510080327, 1.039511709509686]","[-17.66461873822427, -47.81710787883662]","[0.3293279917813386, 0.03737825061162438, 0.5023599797859788]",1
168,1704890634.8571815,1,0,True,0,"[0.6454803597727587, 1.0386649245155342]","[-16.65797956746796, -46.854668964740625]","[0.3296397056567024, 0.037546756900061505, 0.48584955278784037]",1
169,1704890635.0128212,1,0,True,0,"[0.6452339917118536, 1.0381170998858653]","[-15.787558224355715, -46.01844250316822]","[0.329684573052609, 0.03757019669081422, 0.4716891283169389]",1
170,1704890635.1728833,1,0,True,0,"[0.64507585433032, 1.037592763259007]","[-14.82065649913697, -45.0875877039391]","[0.3296393009633822, 0.037547549774522085, 0.45600652042776346]",1
171,1704890635.3284519,1,0,True,0,"[0.64479009298947, 1.0370417930422793]","[-14.01603355827693, -44.315743308610315]","[0.32975328838874157, 0.03760252567337231, 0.44289856497198343]",1
172,1704890635.4849265,1,0,True,0,"[0.6446759137559248, 1.0365395640142667]","[-13.023589154756799, -43.35940020336933]","[0.3296844864622755, 0.037570404012893036, 0.4268174404278398]",1
173,1704890635.6411095,1,0,True,0,"[0.6444914397843811, 1.0360817109255234]","[-12.264144312861688, -42.62944744999071]","[0.32973078748807166, 0.037590867111066496, 0.41447960678488016]",1
174,1704890635.7970417,1,0,True,0,"[0.6444430206470828, 1.0356729409757464]","[-11.374568999840454, -41.77111503007522]","[0.32963790464125403, 0.03755058407019422, 0.40007957164198155]",1
175,1704890635.952908,1,0,True,0,"[0.6442744427061535, 1.0350810349233168]","[-10.267317514004741, -40.7049214294637]","[0.32963795094847875, 0.03755047166042136, 0.3821231359615922]",1
176,1704890636.109052,1,0,True,0,"[0.6441174219129043, 1.0343977085593807]","[-8.919253332020414, -39.40581175585104]","[0.3296141680170072, 0.03754179638537161, 0.36027287784963846]",1
177,1704890636.2645135,1,0,True,0,"[0.6438902858740608, 1.0334761001310957]","[-7.133431886327554, -37.68532086056046]","[0.32963792244118284, 0.037550539943395446, 0.33132412377744913]",1
178,1704890636.4207184,1,0,True,0,"[0.6437016947677721, 1.0325496009176083]","[-5.26531913181442, -35.88447759384469]","[0.3296619270879536, 0.03755857149427615, 0.30105211678892374]",1
179,1704890636.5766323,1,0,True,0,"[0.6435881367687071, 1.0316887983099705]","[-3.4117702032489636, -34.09590334137075]","[0.3296619083884953, 0.03755862746428997, 0.27102714125067]",1
180,1704890636.7331765,1,0,True,0,"[0.643526903367796, 1.0309388166796156]","[-1.7240224326021232, -32.4662357359532]","[0.3296619083884953, 0.03755862746428997, 0.24369194451719522]",1
181,1704890636.8886375,1,0,True,0,"[0.643531260679887, 1.0301901851639947]","[0.09128916597143193, -30.711482053670988]","[0.32963737002377014, 0.037552411120050394, 0.2142939055338502]",1
182,1704890637.0416172,1,0,True,0,"[0.6436656238139138, 1.0294448872216486]","[2.167583591039767, -28.700622324057214]","[0.32953810680540285, 0.03753250314797185, 0.18066466692835093]",1
183,1704890637.1971354,1,0,True,0,"[0.6438209091234908, 1.0288220165640303]","[3.9932610272953073, -26.931218520942053]","[0.32946321163694575, 0.03752000394410201, 0.15108802262693644]",1
184,1704890637.3532925,1,0,True,0,"[0.6438771532982589, 1.02821242395842]","[5.573880772654772, -25.401704338682695]","[0.32951325741569265, 0.03752762487174118, 0.12548764888197184]",1
185,1704890637.508812,1,0,True,0,"[0.6440197480434355, 1.0272833028172035]","[8.095646791032511, -22.959899015187705]","[0.32961400721642714, 0.03753752442884282, 0.08464301470667124]",1
186,1704890637.664858,1,0,True,0,"[0.6442472189546347, 1.026736085020733]","[9.890458614874055, -21.217711028354643]","[0.3296140447315848, 0.0375369715241955, 0.055549030192196376]",1
187,1704890637.8206928,1,0,True,0,"[0.6445044580474868, 1.0261904861389313]","[11.7454112824707, -19.416262379281463]","[0.32963930143348297, 0.037538762175345165, 0.02547242026776075]",1
188,1704890637.9774315,1,0,True,0,"[0.6447285729728868, 1.0256260456745134]","[13.565363184955146, -17.649851975632185]","[0.3297405209565617, 0.037540930505173285, -0.004026532173156738]",1
189,1704890638.1327484,1,0,True,0,"[0.6450877545296506, 1.0251609380598747]","[15.45346981581376, -15.812484831995937]","[0.32976583964294154, 0.03754119829694755, -0.03467146586626768]",1
190,1704890638.2888248,1,0,True,0,"[0.6453619645504617, 1.0246750528549307]","[17.19059932682938, -14.124286882467503]","[0.32989226598551846, 0.03753559936129159, -0.06284094881266356]",1
191,1704890638.4452221,1,0,True,0,"[0.6457817558031642, 1.024362722825804]","[18.859469132147805, -12.496080936735467]","[0.32989224691249625, 0.03753535995396087, -0.08996989484876394]",1
192,1704890638.6008253,1,0,True,0,"[0.6462667603623344, 1.024035810875658]","[20.70812796928079, -10.691542214836245]","[0.32991739324022756, 0.03753248018907698, -0.12003218289464711]",1
193,1704890638.7561026,1,0,True,0,"[0.6469116002406997, 1.0236429011014205]","[23.065502143356728, -8.389261172867501]","[0.32999235841796515, 0.03752032922105365, -0.15837862249463797]",1
194,1704890638.9165726,1,0,True,0,"[0.6474929192111034, 1.0234237788457925]","[24.891152285610417, -6.602467424560162]","[0.3300172873912634, 0.03751596647332891, -0.18812655564397573]",1
195,1704890639.0727136,1,0,True,0,"[0.6481354967240895, 1.0233062150133754]","[26.63775654938175, -4.888891929120516]","[0.3299924989104636, 0.03752108135981785, -0.21664530690759423]",1
196,1704890639.2287855,1,0,True,0,"[0.6487307445685658, 1.0232135492973922]","[28.21989936573447, -3.3359242343297937]","[0.32999249882579224, 0.03752109055541631, -0.2424901342019439]",1
197,1704890639.3848636,1,0,True,0,"[0.649427034439276, 1.0231517069811458]","[29.971553045836433, -1.614609516990521]","[0.3299925694098929, 0.03752135458092606, -0.27113459166139364]",1
198,1704890639.5407662,1,0,True,0,"[0.65023175320588, 1.0231836085975854]","[31.78204073004736, 0.16901039235480833]","[0.3299441551915718, 0.037536139263573444, -0.300814307294786]",1
199,1704890639.6966267,1,0,True,0,"[0.6510484269608412, 1.0232600308446607]","[33.52988852486834, 1.893169836030705]","[0.3298960319161134, 0.037551828724092205, -0.3295057183131576]",1
200,1704890639.8528883,1,0,True,0,"[0.6518908039320827, 1.023332489511226]","[35.34465827858798, 3.6831970743625084]","[0.3298959433151623, 0.03755157748363099, -0.3592936163768172]",1
201,1704890640.0089426,1,0,True,0,"[0.652992474636729, 1.023574771828746]","[37.431388833327055, 5.749111001231363]","[0.3298017279170233, 0.037588626019556926, -0.39368421491235495]",1
202,1704890640.16481,1,0,True,0,"[0.6539335388736117, 1.0238559254393516]","[39.07569239288594, 7.381459570550118]","[0.3296854319402323, 0.03763853256774927, -0.4208689695224166]",1
203,1704890640.3206606,1,0,True,0,"[0.654926580429804, 1.024099428712615]","[40.911440404731174, 9.20069574984678]","[0.3296623074314297, 0.0376488330471143, -0.45116019900888205]",1
204,1704890640.4768758,1,0,True,0,"[0.655888265631491, 1.0243713553921945]","[42.623783058301946, 10.899940242130876]","[0.32963951442463607, 0.037659845873637604, -0.4794612294062972]",1
205,1704890640.6326272,1,0,True,0,"[0.6568942256222073, 1.0247076716165713]","[44.323648750770964, 12.590165948858447]","[0.32959466631328793, 0.03768333300317103, -0.5076251095160842]",1
206,1704890640.788736,1,0,True,0,"[0.657507231922821, 1.0249048583359388]","[45.37356463331452, 13.633686064066486]","[0.3295947191075941, 0.037683426805744026, -0.5250119036063552]",1
207,1704890640.9444373,1,0,False,0,"[0.657530597632025, 1.0248939139505697]","[45.44486027984653, 13.70334947029357]","[0.3296166138448711, 0.03767072832852326, -0.5261671608313918]",1
208,1704890641.1006951,1,0,True,0,"[0.6576574698953217, 1.0249922343423743]","[45.564800044920595, 13.82629953964811]","[0.32955100413379723, 0.03770895192608065, -0.5282328194007277]",1
209,1704890641.2574065,1,0,True,0,"[0.6584251495831044, 1.0258464093000537]","[45.85570143435516, 14.15488202467844]","[0.32885291297389924, 0.0381196502628277, -0.5338914459571241]",1
210,1704890641.4128356,1,0,False,0,"[0.6593389555429905, 1.0269919761026172]","[45.98950338781883, 14.343108348230492]","[0.32787383934789005, 0.0387016219960906, -0.5372900431975722]",1
211,1704890641.5686455,1,0,False,0,"[0.6603559014333342, 1.0283945174247067]","[45.92275498201043, 14.346355961532398]","[0.32663449393567273, 0.03944015604207269, -0.537676221691072]",1
212,1704890641.724558,1,0,False,0,"[0.6613617277210615, 1.029774355815665]","[45.867104869188076, 14.359211603975698]","[0.3254173229901971, 0.04016645704513269, -0.5382166570052505]",1
213,1704890641.880841,1,0,False,0,"[0.6624232900303402, 1.031246728647194]","[45.77839094220599, 14.34382008496477]","[0.3241134614132949, 0.04094505580193179, -0.5383090442046523]",1
214,1704890642.0369325,1,0,False,0,"[0.6634248949878915, 1.0326242508511239]","[45.71186799527007, 14.345428615655337]","[0.32289674090095893, 0.041672111169991255, -0.5386610692366958]",1
215,1704890642.1927342,1,0,False,0,"[0.6644681576431706, 1.0340709669477566]","[45.619133723438736, 14.324372827224042]","[0.32161487906869074, 0.04243818310526685, -0.5386518305167556]",1
216,1704890642.3488367,1,0,False,0,"[0.6654465447483743, 1.0354212119468724]","[45.5405563253131, 14.312365037521817]","[0.32042006931211203, 0.04315256251578, -0.5387696688994765]",1
217,1704890642.5048032,1,0,False,0,"[0.6667499851440553, 1.0372144220430202]","[45.44088429656424, 14.300712876948383]","[0.3188341701825661, 0.04410063723538838, -0.5389961665496231]",1
218,1704890642.66078,1,0,False,0,"[0.6676596051047422, 1.0384664506914054]","[45.36753801474278, 14.288673524062345]","[0.3177263527592624, 0.04476322411823114, -0.539088792167604]",1
219,1704890642.8166,1,0,False,0,"[0.6686646105350675, 1.039842989686223]","[45.2957747394591, 14.283983016034618]","[0.31651012554243196, 0.04549110438315614, -0.5393322771415114]",1
220,1704890642.9726756,1,0,True,0,"[0.6703934891402191, 1.0422222444519642]","[45.14578361518189, 14.249831952779585]","[0.3144034522594368, 0.046751907018069236, -0.5393180316314102]",1
221,1704890643.1221795,1,0,True,0,"[0.6724740954470427, 1.045070483370369]","[44.979955885207225, 14.221653202405754]","[0.31188428188961725, 0.04825992202220093, -0.53950912412256]",1
222,1704890643.2766638,1,0,True,0,"[0.6748379368456433, 1.0483081813600723]","[44.77321010235504, 14.170591620516113]","[0.30901776860428365, 0.04997615435175908, -0.5394055908545852]",1
223,1704890643.432723,1,0,True,0,"[0.6776420926929363, 1.0521170872177281]","[44.56270753723982, 14.141272352168158]","[0.30565162788415073, 0.05199116119371794, -0.5397890275344253]",1
224,1704890643.5887692,1,0,True,0,"[0.680815524119456, 1.0563799957548083]","[44.38972502236196, 14.168353559548427]","[0.3018977110626868, 0.054245390022767154, -0.5412130421027541]",1
225,1704890643.7446098,1,0,True,0,"[0.6839857046792879, 1.0606562786936296]","[44.15972345009517, 14.138018336635287]","[0.2981231418879386, 0.056514391232637566, -0.541678792797029]",1
226,1704890643.9009688,1,0,True,0,"[0.6871039726213138, 1.0648380232751296]","[43.955847310032986, 14.127280496387547]","[0.29443757620218325, 0.05873493996213923, -0.542445725761354]",1
227,1704890644.0565767,1,0,True,0,"[0.6903527637218856, 1.0691708832568594]","[43.76239993825375, 14.131795545052283]","[0.2906232898121444, 0.061036113445028524, -0.5434954827651383]",1
228,1704890644.2091134,1,0,True,0,"[0.6945389778545356, 1.074752409374293]","[43.479546150029925, 14.101704341208187]","[0.2857059130083001, 0.06400772415764434, -0.5442422693595291]",1
229,1704890644.3647702,1,0,True,0,"[0.6976928110978537, 1.078935058103478]","[43.283289134806445, 14.092619844239447]","[0.28202581241427044, 0.06623731822383766, -0.5450221365317702]",1
230,1704890644.5206249,1,0,True,0,"[0.7009792077196433, 1.083287294842812]","[43.06523444562838, 14.067706033601892]","[0.27819516721715626, 0.06856035087915698, -0.54557020124048]",1
231,1704890644.6804278,1,0,True,0,"[0.7042317274020922, 1.0876597764215916]","[42.69563297920163, 13.892583474931186]","[0.27432051740920926, 0.07090844266638431, -0.5436106389388442]",1
232,1704890644.8365967,1,0,True,0,"[0.7074829038855966, 1.0919563276487037]","[42.43298988883518, 13.817519228820075]","[0.27052947633360414, 0.07319914716323175, -0.5432884758338332]",1
233,1704890644.9916396,1,0,True,0,"[0.7107967040004521, 1.0963254399429245]","[42.155438277210536, 13.729004119820042]","[0.26667272026765015, 0.07552791930228903, -0.5427486961707474]",1
234,1704890645.1489074,1,0,True,0,"[0.7139920651958762, 1.1005775135936784]","[41.777035088174415, 13.534395184915494]","[0.2628994866263636, 0.07779913919209169, -0.5404018824920058]",1
235,1704890645.304824,1,0,True,0,"[0.7168794714831361, 1.104648240680611]","[40.92333536579171, 12.862243856043913]","[0.25919814921183804, 0.07999326984956782, -0.5300195878371597]",1
236,1704890645.46102,1,0,True,0,"[0.7210530905351623, 1.1106335519139616]","[39.30635826874868, 11.51312808239566]","[0.253679361179422, 0.08314000604500384, -0.5086218183860183]",1
237,1704890645.6165073,1,0,True,0,"[0.7235331025172125, 1.1141748757321157]","[38.27715520347262, 10.640933742354946]","[0.25039686478878337, 0.08494483423390582, -0.4946653014048934]",1
238,1704890645.7725453,1,0,True,0,"[0.7265092132911319, 1.1183249299362459]","[37.148234405692335, 9.692189727206308]","[0.2465520623349915, 0.08698679367815133, -0.47946936544030905]",1
239,1704890645.928615,1,0,True,0,"[0.7300846812663391, 1.1230917843632484]","[36.136916769601385, 8.880057686211897]","[0.24215835668827992, 0.08923512034356523, -0.46657324489206076]",1
240,1704890646.0849779,1,0,True,0,"[0.7331858632254297, 1.1272878848552164]","[35.02065474451468, 7.939791732683593]","[0.2382539179890658, 0.09116058129788428, -0.45139250811189413]",1
241,1704890646.2399504,1,0,True,0,"[0.7363045894306517, 1.1314350971463591]","[33.95851381068268, 7.048269276013112]","[0.23439014397660332, 0.09299578367234457, -0.43695730622857815]",1
242,1704890646.3939788,1,0,True,0,"[0.7393794343467742, 1.135540126319373]","[32.77482304633661, 6.0328784036122975]","[0.23054543414262563, 0.09475199717134337, -0.42038569506257767]",1
243,1704890646.5488155,1,0,True,0,"[0.742837624284762, 1.1400239224162767]","[31.631193236082723, 5.067688540808418]","[0.22634705527507143, 0.09658526113717453, -0.40461594518274063]",1
244,1704890646.704867,1,0,True,0,"[0.7462939105747359, 1.1444079954653645]","[30.61470209427952, 4.221258270625447]","[0.22223939662366474, 0.09830894461573253, -0.39076173957437277]",1
245,1704890646.8610299,1,0,True,0,"[0.7507533066444185, 1.1500995311704234]","[29.065589626287082, 2.892230844095334]","[0.21688039737703782, 0.10044968536203426, -0.3688329821452498]",1
246,1704890647.020768,1,0,True,0,"[0.7548371520106244, 1.1551010404056843]","[28.017439516497742, 2.0287631503612955]","[0.21216955932963094, 0.10223213259943377, -0.3545685475692153]",1
247,1704890647.1767328,1,0,True,0,"[0.758478899953602, 1.1596079936818398]","[26.854734829460654, 1.0327193717446377]","[0.2079061202337887, 0.1037647975415347, -0.33799979742616415]",1
248,1704890647.3329482,1,0,True,0,"[0.7622020446642092, 1.1640803788183802]","[25.90908625921389, 0.246498143572814]","[0.20366911995446899, 0.10522007642232667, -0.32488284166902304]",1
249,1704890647.4886653,1,0,True,0,"[0.7657570585662195, 1.1683860919408415]","[24.82442947616921, -0.6846227461431399]","[0.1995799526113834, 0.10655894787339139, -0.30928391870111227]",1
250,1704890647.6448793,1,0,True,0,"[0.7694914380110334, 1.1728289808706052]","[23.79200052621663, -1.5626910693101463]","[0.1953496604504148, 0.10787184624944343, -0.2945117121562362]",1
251,1704890647.7951665,1,0,True,0,"[0.7732477367179528, 1.17728372072693]","[22.697017914880558, -2.5046605306788874]","[0.19110079465337337, 0.10912331901832603, -0.2786130970343948]",1
252,1704890647.9488776,1,0,True,0,"[0.776950298654986, 1.1816191055692458]","[21.67712938605636, -3.378845275228532]","[0.18695665905026224, 0.11028094283125021, -0.26379994209855795]",1
253,1704890648.1049776,1,0,True,0,"[0.7818981571649122, 1.1874025611631436]","[20.19862508720091, -4.665151144476435]","[0.18142125097694511, 0.11172280504507823, -0.2419407581910491]",1
254,1704890648.260736,1,0,True,0,"[0.7859025268458051, 1.1920167693105335]","[19.056486102414524, -5.657871086248197]","[0.1769903631172472, 0.11278263365952455, -0.22498475667089224]",1
255,1704890648.4167976,1,0,True,0,"[0.79037286738576, 1.1970612244436163]","[17.951646165309732, -6.604849878258525]","[0.17212058926419924, 0.11385357191930323, -0.2086877441033721]",1
256,1704890648.5728385,1,0,True,0,"[0.7943442456264016, 1.2015262999130942]","[16.91746157030548, -7.501200145732865]","[0.16780435768253296, 0.11472849696925291, -0.19322869833558798]",1
257,1704890648.7281826,1,0,True,0,"[0.7981938892193566, 1.2058124415528229]","[15.95004862948846, -8.339034682921046]","[0.16364990821795825, 0.11550745178029061, -0.17871674057096243]",1
258,1704890648.884832,1,0,True,0,"[0.8021763519487362, 1.2101977287020815]","[15.005012737007588, -9.154506459138315]","[0.1593848923446625, 0.11624373993239627, -0.16451773699373004]",1
259,1704890649.0408726,1,0,True,0,"[0.806213874024733, 1.2146074616381461]","[14.070456793052402, -9.961320211708188]","[0.15508500890394233, 0.11692431803378077, -0.15041188057512042]",1
260,1704890649.1968162,1,0,True,0,"[0.8102547801105097, 1.2189917364617173]","[13.137482881350094, -10.76954311542208]","[0.15080070919365765, 0.11753852300776711, -0.13623549696058035]",1
261,1704890649.3531346,1,0,True,0,"[0.8142499205894844, 1.2233472427525334]","[12.073588672622055, -11.709729423991831]","[0.14655819464828598, 0.11808427186413797, -0.11980303283780813]",1
262,1704890649.5087974,1,0,True,0,"[0.8199973174480182, 1.2294515339735448]","[10.887489788937426, -12.730650488881096]","[0.14054621351159047, 0.11875384998745654, -0.10166418459266424]",1
263,1704890649.6650336,1,0,True,0,"[0.824232014106314, 1.2339168946346895]","[10.017660937449076, -13.482241737625309]","[0.1361365938763355, 0.11917129299745738, -0.08825895842164753]",1
264,1704890649.820729,1,0,True,0,"[0.8286077853224084, 1.2385084307956244]","[9.107873235758193, -14.272479227991996]","[0.1315954712868226, 0.11953772580953803, -0.07413495238870382]",1
265,1704890649.9739351,1,0,True,0,"[0.8329703632053718, 1.2430889372069192]","[8.10790544558541, -15.154160700234875]","[0.127074588274812, 0.11983400618716201, -0.058428521268069744]",1
266,1704890650.1286526,1,0,True,0,"[0.8372664996117996, 1.2475446299296467]","[7.21046668538612, -15.939836270933876]","[0.12265092633780979, 0.12005829959610327, -0.04430640395730734]",1
267,1704890650.2848768,1,0,True,0,"[0.8417738818769651, 1.2521225538083673]","[6.495576582112147, -16.544964673933087]","[0.1180477286492324, 0.12023342421431403, -0.03314041998237372]",1
268,1704890650.4408977,1,0,True,0,"[0.8460948803797625, 1.2564937720882996]","[5.80465039633769, -17.132775579949193]","[0.11364524686439505, 0.12035071928489181, -0.022275025956332684]",1
269,1704890650.5967758,1,0,True,0,"[0.8505195703569085, 1.2609844598931375]","[4.990659891036883, -17.841166971865643]","[0.10914048010194734, 0.12041869805219346, -0.009323995560407639]",1
270,1704890650.7529662,1,0,True,0,"[0.8547887082000177, 1.26526971553441]","[4.292944804237402, -18.441010200769597]","[0.10481238915586935, 0.1204323275343812, 0.0017958276439458132]",1
271,1704890650.908651,1,0,True,0,"[0.8611159587003234, 1.2714771638398867]","[3.629781529044743, -18.97000072086359]","[0.09843431701590792, 0.12038246928503686, 0.012254443019628527]",1
272,1704890651.0645742,1,0,True,0,"[0.8653040078299519, 1.2756508072307948]","[2.9389803294838757, -19.568734834707563]","[0.09420813227860222, 0.12030679562148931, 0.02338727656751871]",1
273,1704890651.220689,1,0,True,0,"[0.869644817712752, 1.2800364179432797]","[1.961409481540947, -20.447856352598194]","[0.08983171354056388, 0.12016549493457833, 0.03932044748216868]",1
274,1704890651.378011,1,0,True,0,"[0.8738503427871003, 1.2842578972862648]","[1.0253698144993741, -21.2910869335993]","[0.08560968561565635, 0.1199635384494355, 0.0546557167544961]",1
275,1704890651.5329142,1,0,True,0,"[0.8782466991875979, 1.288631819676306]","[0.09525723907690918, -22.127499212879876]","[0.08121436513113454, 0.11968671025002102, 0.06996908131986856]",1
276,1704890651.6887214,1,0,True,0,"[0.8827075108708544, 1.2930727411101406]","[-0.9387211636784175, -23.067052572839536]","[0.07677355475999718, 0.11933591703236641, 0.08708240184932947]",1
277,1704890651.8448105,1,0,False,0,"[0.8855478186752387, 1.2957996029231307]","[-1.309742418944419, -23.384746506002827]","[0.07395033209274199, 0.11908005266888287, 0.09327156189829112]",1
278,1704890652.000255,1,0,False,0,"[0.886029216757591, 1.296251672369964]","[-1.3415231241443937, -23.408155038316025]","[0.07347151999529561, 0.11903525640279528, 0.09380836877971888]",1
279,1704890652.1564422,1,0,False,0,"[0.8860799817670144, 1.296300792902735]","[-1.3495683499088988, -23.41522646102259]","[0.073421121319132, 0.11903051332177213, 0.09394255373626947]",1
280,1704890652.3127856,1,0,False,0,"[0.88607997978419, 1.296300759445769]","[-1.3494664309949802, -23.41512656982476]","[0.073421121319132, 0.11903051332177213, 0.09394086990505457]",1
281,1704890652.4685752,1,0,False,0,"[0.8859527738509928, 1.2961728793446472]","[-1.3139263146445235, -23.382329310812256]","[0.07354712338227282, 0.11904231378971863, 0.09335059765726329]",1
282,1704890652.625083,1,0,True,0,"[0.8846351959103852, 1.294933232576127]","[-1.2204688609817274, -23.31195635918392]","[0.07485765615524481, 0.11916384298373774, 0.09177564922720195]",1
283,1704890652.78457,1,0,True,0,"[0.8819279136110226, 1.2924528774422916]","[-1.243195418156774, -23.378058967611704]","[0.07755446882137632, 0.11941240654764575, 0.09208873752504587]",1
284,1704890652.9410505,1,0,True,0,"[0.8781617176010077, 1.289063279103426]","[-1.4563016386810588, -23.64797862207692]","[0.08130911613569083, 0.11976632015707786, 0.0955119812861085]",1
285,1704890653.096886,1,0,True,0,"[0.8738886220878468, 1.2851918241074383]","[-1.5942596578622008, -23.852499282613564]","[0.08556658371932892, 0.12017986657169825, 0.09766576532274486]",1
286,1704890653.252863,1,0,True,0,"[0.8695378594168962, 1.2812255069020808]","[-1.6417554311242442, -23.96987484590157]","[0.08989906028296642, 0.1206065627228561, 0.09831555280834436]",1
287,1704890653.408996,1,0,True,0,"[0.8640270263289141, 1.276247863601845]","[-1.828464205924555, -24.242888059671657]","[0.09538943395794518, 0.12115530474386056, 0.10121525172144175]",1
288,1704890653.5643735,1,0,True,0,"[0.8596760953111042, 1.2722831731057733]","[-1.848561230402774, -24.334005552932425]","[0.09972061945817506, 0.12159491229832266, 0.10139434132725]",1
289,1704890653.7207484,1,0,True,0,"[0.8547906055256581, 1.2677933441029343]","[-1.7449270767642735, -24.313306791945713]","[0.10458090596238129, 0.12208528599474171, 0.0995158636942506]",1
290,1704890653.8765972,1,0,True,0,"[0.85044100886738, 1.2638513284457977]","[-1.8207031035251564, -24.459896863237454]","[0.10891248527360776, 0.12252099452056218, 0.10061422083526851]",1
291,1704890654.0327158,1,0,True,0,"[0.846062392155613, 1.2598391491682193]","[-1.752768438247578, -24.466752230887604]","[0.1132694170583323, 0.12295755373215043, 0.09934306237846613]",1
292,1704890654.188932,1,0,True,0,"[0.841732079781219, 1.2558413028552367]","[-1.5939528863994392, -24.384523337382927]","[0.11757680746317316, 0.12338071563467361, 0.09658497665077448]",1
293,1704890654.3450198,1,0,True,0,"[0.8374304469064225, 1.2519162809990125]","[-1.5813762497644195, -24.445530617495354]","[0.12185962372358355, 0.12379510223545752, 0.09624359104782343]",1
